Restaurant,Number of Reviews,Aggregate Rating,rating_value,date_published,review_text,author,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,2010/4/14,"I went for the Bourbon Bar and appetizers' with clients.  The flight of Bourbon is a solid choice.  Ordered the Soul Roll and was underwhelmed.  Definitely needs more brisket as you could not even really get much, if any, flavor.  Sauce is blah.  Needs work.  Great atmosphere in the lounge area and service was adequate.",Brian S.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,9/25/14,"Drinks, oh my the whiskey bourbon selection. Nice move CMR. Great concept for a restaurant. Did I mention the atmosphere?! This is one of the best designed restaurant's ever in my opinion. Upscale dining feel inside, with separated areas. The outside has the best in class choices in the city for ""by a fire, OR cigars n scotch area, OR dining with friends outside, OR dining with a party of 20+ outside, OR outside bar people watching area.""... and the best part about this overall design (whomever designed this layout knocked it out of the park) in any one of the area, you somehow feel like you're with just your group of people. You don't have foot traffic past you, if you're at the bar side fore pit. You feel completely separated from the sit down dining experience if you're in the cigar area, and did I mention the corn hole boards by the cigar pit, under shade trees?! C'mon, this is like a dream. The inside bar is cozy, and has a very good feel for drinking Old Fashined's till the night wastes away. The only, only draw back I'd even bring up is that they don't open till 4p. If the could open the indoor bar at 2:30 for an ""end of business day drink/late lunch meeting"" that would be ideal. Well, we aren't done yet - since this is Yelp, and I haven't talked about the food or drinks yet. Wow. This is the best CMR concept I've ever been to. So the drink list is just perfect for whiskey mixing and taste testing. The Old Fashioned was very good (offer a choice of bitters maybe?), and the Hemingway was spot on, as was the Tea with mint sprig which nailed the outdoor dining experience to a ""t"". Ouch, bad humor. LOL. The citrus was my least favorite, but not bad, just a different option amongst the other drinks. Then we finally get to some food. Oyster's on the half were well priced and delicious. They went perfectly with drinks and conversation by the fire pit (FYI - WiFi was weak outside). The onion rings were spot with seasoning, batter application and doneness. Next trip back, I'll actually try a sit down dinner, since this time turned into drinks n apps by the fire pit and wasted the night away :)Bottom line - go any time (after 4p), with anyone, for any reason. This place truly has something for everyone.",Tony B.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,2003/2/16,"Everthing was great untill the waiter asked me ID for paying the check.I guess he assumed that we were not fitting in his restaurant ,it is the first time in whole my life I have been asked at the fine dine restaurant,If they ask ID for everyone then I will be fine with it and I swallow it .It really made me feel upset since last Sunday",Can B.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,2011/5/14,"I'm giving this a 3 out of 5 for one reason.  The way they run their reservations. I don't like games they play and based on my one experience, they play reservation games.  I could not have my preferred time due to ""over booking"". However there were plenty of open tables from the time I arrived and finished dining.  I suggest you go to a manager and insist on a time.  I should have.  They really do have adequate seating. I give their food and service a 4 star.  The baked onion was fabulous and so was the prime rib and wine. A bit loud but the food quality and service made up for it. I just don't like the reservation game they play.",Greg W.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,3/17/16,"This was our second visit, our first did not go well. I would have to say that was the biggest comeback experience I've ever had. We  were greeted promptly with friendly warm and inviting staff. Our waitress was a very sweet and attractive appropriate with the and timing of serving our food. Our food was filet mignon and prime rib excellent food temperature was perfect. We had a great experience! Highly recommend this organization. I think that they've overcome their identity and have taken their service to level it needs to be.",Vince C.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,1/19/15,"I absolutely loved this place! I picked out this place to go on a date for my birthday because I have always had a great experience at Cameron Mitchell Restaurants. They have the best gluten free menu choices I've ever seen!! I highly recommend that you get the steak. I got the filet minion and my boyfriend got the t-bone and we were both so satisfied. The atmosphere and service were spectacular and we left so happy. They have an incredible selection of bourbons, so if that's your thing you have to get some. I am not a bourbon drinker, but I order a delicious gin drink from their menu. I will definitely be going back there. It has a very sophisticated, rustic feel. I have nothing but great things to say!",Carly D.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,4,2001/9/16,I have been back to the Barn several times since my last review.  Excellent bartenders.  French Onion soup is delicious.  Filet was cooked perfect.   Seriously the bartenders are hands down the best servers around.,Toni W.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,2010/3/14,"The decor of this place is top notch! I love the rustic, yet upscale feel. You can't beat the atmosphere and they definitely paid attention to every little detail in the design. A+!The food was ok. Definitely good but, certainly did not blow my mind. I found the food to be really salty for my taste. Portions were enormous - no room to try desert. The bf loved the bourbon lounge. Waitstaff was on point - attentive without being creepy and overbearing A+ to them!The decor is memorable but, the food not-so-much. It's good but, I have had much better for this price range. I'll give them the benefit of the doubt though, we did unknowingly go on their 2nd night of being open. I'd be willing to go again just for the atmosphere but, it's not top on my list of favorites.",Katherine J.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,10/14/14,Best prime rib I have ever had... and the staff was wonderful. Had a great family meal for my son's going away party. Great place.,Tim M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,2003/2/16,"I have been to the Barn 3 times now.  Twice for appetizers and drinks and once for dinner last Saturday Feb 27th.   The drinks are expensive, but well worth it.  Appetizers are a good value on happy hour.  Entrees on the other hand are overpriced for what you get.  I paid $45 for a 14oz bone in NY strip and baked potato.  The steak was average at best.  The first half of the steak was chewy.  The second half was more tender, but the steak lacked flavor overall.  My wife got the pot roast which was $32.  The portion was small, the vegetables overcooked and over salted.    Do not go to this Cameron Mitchell location for dinner.  There are several Cameron Mitchell restaurants that we like including Ocean Club, Cap City and Marcella's.  If you want a good steak for a good price go to Longhorn and order the Porterhouse for 2 for $44.  You get a 30oz steak that is delicious, and 2 sides per person.",Norm L.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,4,2011/8/14,The service was impeccable...The decor is fabulous...The noise level is that equal to a noisy barn.....but the FRIED CHICKEN and BAKED MAC & CHEESE is to die for. I got sick @ the restaurant but while I was there things were just amazing!!!!,Apryl P.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,2006/10/15,"So, I didn't write about my experience at The Barn yet?  How can this be??  Fortunately, I remember what I ordered and how I felt about it all. I harassed by husband about going here since it opened, and he finally decided to take me--during Lent.  This is a problem, b/c I gave up alcohol for Lent, so was unable to try a cocktail.  My husband ordered one and thought it was great.  As you may have heard/seen, they're big on the bourbon at The Barn.  In short, Food:  delicious.  Service: not up to par w/Cameron Mitchell standards.  Atmosphere: hit or miss.  Hit because it looks cool in there, but miss because the tables are too close.  Impossible to have a private conversation.  So, now for details:  I ordered Barbecue Chicken: chicken pieces drenched with delicious barbecue sauce (which I no longer see on the menu for some reason--upsetting!).  Loved it.  The sauce was almost pink--sounds weird, but tasted wonderful.  It was sweet, tangy, and just right.  It came with a side of greens, which were just awful.  I was very surprised at how bad they were--incredibly bitter & yucky. Not salt nor butter could save them.  I want to say that the other side was mashed potatoes--if I'm correct, they were very good.  Since I was saving money by not ordering a cocktail, I got a wedge salad.  Huge. Creamy.  Delightful.  Fattening.  Needless to say, some of my favorite things.  My husband wanted the Oysters Bingo appetizer, and I allowed it, only because they were covered in cream and cheese.  (I'm not a huge seafood fan).  I couldn't tell that they were oysters because they were drowning in aioli, but that was fine by me--each oyster was like a mini, creamy casserole.  Since I had an appetizer, [fattening] salad, and a good-sized entree, I had plenty of my entree left over to take home.  The server did box up the greens for me, and I proceeded to throw them in the trash when I got home (where somehow, they stunk up the whole house immediately, though they were in a box which was wrapped and buried in the trash!).  Ah, the server.  He was odd.  I'm not sure if one of his beloved pets passed away (not making fun--I know how difficult it is) or he just has a boring personality, but he was incredibly stiff.  He wasn't bad, but he wasn't good.  I would go back here for the food (no greens, though, please) and to try a cocktail.  However, it's pretty far away from us, and I think my husband is only too happy--he doesn't like to drop tons of money on food, anyway.  (He's more of a Skyline kind of guy--another thing he enjoys that I hate--again, opposites attract).  I only wore him down because we received a $100 gift card from his parents for Christmas for any Cameron Mitchell restaurant.  And get this--our bill was $100.25 (before tip).  With all of the food we got? (husband also got French Onion soup, which he loved)--not bad at all.  Service needs to be better.  Bring back the barbecue chicken.  And for goodness' sake, get rid of the greens for good!",Anna H.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,1,5/25/15,"Please understand, I am a HUGE Cameron Mitchell fan. I was so let down with the barn. There were some good things and I will close the review with those but for the disappointments:1.) I went on a Tuesday evening around 6:00. Was not busy. I walked in, stood at the hostess stand for 2 minutes before being greeted. This would be totally acceptable if the hostess/hostesses were busy with other guest. Not the case. They both were talking to each other with their backs turned to the door. I finally excused myself and asked if this was the correct please to be to be seated. They apologized and walked me to a table. 2.) I was greeted with by a loud, borderline arrogant/obnoxious server. Went on and on about the bourbons and wine selection. So I decided to try a blend that was specially aged for The Barn. Was told they didn't have that in stock and went on a ramble about why, none of which I care. The point is it was advertised top left corner of the menu, first place you look and the server touted it. But, we are out? What? Out? You just recommended it?3.) food was the quality of fast food. 4.) server was loud and obnoxious. Will never spend another dollar here",Mighty M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,2/27/15,"This was my second trip to The Barn and so far it has not lived up to Cameron Mitchell's standards.  On both visits the ""loaded"" baked potato came out less than piping hot with the ""loaded"" ingredients congealed on top - so the tater WAS hot once, just not at the time it was served.  This is an easy fix, so it's unusual to have happened twice.  Also, on both visits either a guest or I had the prime rib and ordered real horseradish instead of the sauce, and both times the entree was delivered without it.  There was also an awful smelling fish/seafood dish served while we were in the bar.  Several patrons commented on it but the guy who ordered it devoured it!The prime rib and steaks were cooked to perfection and served at the proper temperature.  The selection of bourbons was phenomenal and the wine list superb. As a bourbon specialty joint I couldn't believe they didn't have a bourbon-barrel ale or stout.  Seemed a natural offering for this place.  Our service when we dined at the bar was much better than when we had a table.  I believe a waiter was being trained, so no biggie there.I would give The Barn 2.5 stars if it were an option, but they are closer to 3 stars at this time than 2.  Given their relatively new status, I fully anticipate the service and any food issues to be resolved quite shortly and up to the Cameron Mitchell level we all expect from him.  I will give it a few more months and try again before I decide if this is going to be a ""regular"" stop or not.",Bob G.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,10/27/14,"Went back again, ordered the brisket.  It was on the rare side and fatty.  I'm used to brisket being cooked all the way through from the smoking/cooking process.  Generally I like it when the fat is cooked off.   This didn't hit the spot for me.  This place is my go to for a drink, but I continue to be disappointed in the restaurant side.",Craig O.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,1/30/15,"For all the hype about this place it was a true disappointment. After being seatedit was way over an hour before we saw our food. The filet was cut at the table and shared. The knife they tried it cut it would probably would not have cut butter. I was scared it was headed for the floor. The entire meal was so salty that it was incredible. Yes there is something odd about the butter but could not figure out what it was. The place was extremely noisy and I felt as if we were screaming just to have a conversation at our table. For the experience I felt it was way over priced. Would haverather spent my money some place else.",A W.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,2011/6/14,Perfectly cooked beef stew!  Great bread! Good service and perfect ambiance as always for a Cameron Mitchell group of restaurants.,Jhune M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,10/26/14,"Disappointing for a Cameron Mitchell owned venue. Nothing memorable about the ambience, menu or quality of food. Preparation not customized... I like well done beef and my steak was bright red. The server didn't ask about the prep as I would expect for such a request. Would NOT recommend to friends. Many better steak house options in Columbus.",Monnie S.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,2010/4/14,"The red fish was on point. The gluten free cheesecake is probably the best dessert I've tried in a long time; light, lemony and fresh. The bourbon drinks were delicious and wait staff superb. Can't wait to go back!",Liaa M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,2010/1/14,Had a great meal. Loved the oysters and the 8oz filet. The steak was good perfectly. I would definitely recommend this place to anyone.,Phil S.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,10/31/14,"We were a party of 9.  The service was friendly and professional.  The food, on the other hand, was very mediocre.  The Waldorf Salad was probably the worst I have ever tasted.  The apples were fresh, but that;s where it ended.  It was bland and tasteless.  The ribs felt as if they had come out of the microwave.  A few of us had ordered the ribs and the person next to me had a much larger slab with char on it and the one in front of me (although we both ordered the same) was a smaller version and looked smothered in BBQ sauce with not a touch of char on it.  At least serve consistent food, even if its only mediocre. The apple pie dessert was good.  Final verdict: not one bit worth the price you pay.  Go to Cap City instead!!",J M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,9/21/14,"Service was top notch, atmosphere was great! We sat on the patio and enjoyed watching the ched cool in the oven outside. On cooler nights i cant wait to hang out at the firepit.",Adam K.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,4,10/29/14,"Very good. The look of the interior is rustic and comfortable. I am a vegetarian and there is not anything on the menu that is meat free. I asked if they could come up with something in the kitchen, they happily agreed. The sous chef was kind enough to create something unique for me. He brought it out and explained what he came up with. It was very good. The service was excellent. We will surely go back again.",Shannon S.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,1,10/19/14,"We love Cameron Restaurants.  Let's start at the beginning:  We arrived for a 6:30 reservation at 6:10.  Were told they would text my number when table was ready.  6:45 a waitress come over and asked if we needed a drink.  I politely said yes and you can bring us a free one every 10 minutes until our table reserved for 6:30 is ready.  She came back and said your table has been ready for quite some time.  Well thank you for that one!  strike one.We were jammed into a table in the middle of the restaurant where you had to squeeze by the tables around you.  Very close quarters and very loud.  Strike two.Drink service OK.  For four people they brought two rolls.  Placed an order for an appetizer.  Waitress came back to take our order,  appetizer not here yet, we ordered.  I ordered Salmon.  Wanted to order a baked potato but our waitress said there were potatoes on the side.  My wife ordered Strip steak  and our friends ordered Salmon and Brisket..One of our parties salad arrived before the appetizer.  Appetizer arrived tough bbq shrimp.  Did have good flavor.  Ball one.Water glasses empty.  Our food arrives.  My friend gets a nice looking cut of Salmon.  I love and eat Salmon very frequently, and they bring me the tail.  Barely 1/3 inch thick.  As for potatoes there were 3 small roasted wedges mixed with veggies.  My friend got two roasted potatoes.  My wife ordered her steak medium rare.  It came medium, and was under seasoned and tough.  Our other friend ordered brisket.  Extremely salty and dry.  Strike 3.  At this point I just wanted to get up and leave.  We had way too much invested.  It took long enough to get our food so why ask for replacement.  Half way through the meal still no water or waitress.  Hey we need some water over here.  The floor manager came by and I politely reviewed our experience.  He took 13 dollars off my bill and none off our friends.  It was my birthday so they did give us a mud pie that was outstanding.  This restaurant is OUT. of our plans for anytime in the future unless they get rid of their kitchen and floor managers.  123. dollars later we left feeling like we had been robbed.  One STAR for the dessert.",Gerard K.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,4,4/18/15,We ate there for the first time in the service was wonderful they got us I n right away even though it was busy they have a wonderful patio with a cover food was very very good I had the trout that was fabulous and fried chicken which was very good desserts or something you need to try,Elroy M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,2005/9/16,"The place looks lively and classic. Lighting a bit too dark for my taste however. And we arrived early to sit on the patio, on a lovely evening and it was closed!? Anyway, we were a party of 6 and were seated in a party type room. Kind of disappointing as we couldn't experience the ambience of the restaurant, nor could we scope out other diners food, sometimes that helps with my own order decision. The menu is large and varied, you can get out of there with a more reasonable tab if you order appetizers or one of the sandwiches. Still, everything is just a few bucks more than most places. The entrees only came with one side, even the 45$ steak. They want you to choke up another 6 or 7 $ for additional sides. The  crab cake appetizer was pricey, but it came with two crab cakes, which the menu only said ""cake"", so my Dad and I totally over ordered. However, my main complaint is the style of service. Long winded explainations with every question, and long menu descriptions before even taking a drink order. I don't think it is slow getting food or drink from the bar or kitchen, I think staff are instructed to treat the place like a high end seakhouse experience, where people want to spend 2 or three hours at dinner, and have long frilly descriptions of everything. We just stopped asking and ordered. We had a 530 reservation and left at 830. My poor old Dad just got up and left. I don't know if I would go back. Maybe to sit at the bar and have an appetizer. There are just too many more places in columbus where the food and the prices are great.",Marty S.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,5/14/15,"There is a lot to love here from the location, to the service, to the food, but stay away from the poor attempt at BBQ. I should probably have been warned off after the server told us that brisket was removed from the menu for quality issues, but I went with the ribs anyway. The portion was plentiful and prepared competently, but the recipe just doesn't work. It is typical of everything that is wrong with restaurant BBQ. Tender meat, but no smoky flavor, and covered in a sweet, character-less sauce. We got fried chicken for our toddler on recommendation from other reviewers and that is the way to go. I am generally skeptical of high-praise heaped on fried chicken, but in this case the kudos are well-deserved. The chicken was moist, very flavorful and not oily at all. My wife also raved about her salmon dish. You probably can't go wrong as long as you stay away from the BBQ. We did desert and thought that the house-comped mud pie (celebrating an event for my wife) was huge and had some high-points (crunchy crust, pops of fresh peanut butter throughout), but is not something we would order again.",Corey S.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,9/25/14,"I took my grandma for dinner last night. She might be the one person more critical of places than me. I had been to this location many many times when it was Hoggy's, so I had a comparison. The place struck me as New Albany in every way. The d̩cor is very confusing but nice. Deep massive chairs with wheels are great for a living room, but not for a nice dinner. Everything is very upscale designed, despite being inside a barn (very New Albany). I can tell how hard they are going for the refined yet rustic look (very New Albany). Food and drink prices are just crazy high for a place playing country music. Servers wear jeans and plaid shirts, yet a steak is $50. I would say it's half way between Hyde Park and a Big Boy type of feel, but that sounds really bad. We were seated in the bar area without asking for it, but that was fine. I had a Caesar side salad and the salmon entr̩e. I could tell that there was nothing remotely healthy about this place, so I asked for the butter on the side. I did receive the butter on the side, but the veggies and salmon were literally drenched to the point of being soggy with oil/butter. Salad was also soggy with dressing. Upscale healthy is something deeply missing from this city. That being said, it was good food independent of the price. I'll always pay more to get quality food. They aren't even pretending to offer organic or grass-fed anything though...The service was crazy slow, and it was only 5:45pm. I could tell they were trying, and it was probably the kitchen that was behind. I would give it 4 stars potentially in the future. In summary, after growing up in Gahanna, this place just is overly trying to capture the rural farm/million-dollar estate weird combo feel that is New Albany, catering to very wealthy people who want to pretend they live on a rural farm while paying someone to cut their grass. Cameron Mitchell restaurants in general have slipped pretty far in my opinion from the smaller heyday. I feel like all the places of his that I've visited in the past couple years are just a step above average enough to remain popular. And by the way, the address is Gahanna, not New Albany. Stop trying so hard, please.",Chris M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,1,2012/6/14,"If I could do no stars I would - All I can say this can not be a Cameron Mitchell's  restaurant !!! I'm a regular at ocean club - I went there 3 different times to give it a fair shot!! Consistently bad service, bad food and the manager does not know how to handle when a customer complains. He is like he was a manager before at Macdonalds or something not a pricey medium to high price restaurant. When you have bartenders measuring every pour it looks very amateur. It's obvious they made a Hugh mistake - by not hiring a very experience staff from cooks, waiters, bar tenders and especially management horrible. The last time I was there I waited 1 hour and 15 mins for my dinner and in that time we asked 3 times the bartender where is our meals she keep saying the manager us looking into. Final 1 hour and 15 mins later the macdonalds manager came over and said I do not know when your meals coming we asked is it 10 mins, 20 or 5 mins and he couldn't give us an answer while he was talking with us he had to leave us and hug and shake one if his buddies hand good bye!! not apologising or anything just that they were busy!! Lol macdonald's manager didn't even say I'll pay your bill or a gift card for another visit!! Terrible would be an understatement of our 3 experiences there!!!",Karen C.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,2010/1/14,"Have always been a huge fan of Cameron Mitchell Restaurants as they typically excel in all areas.  The barn is a very nice venue with good service and good food.  My issue is that they are really stretching their pricing at the same time I felt I was only getting very good food when I am used to getting great food at their places.  Ribs were just ok but would never order them again.  You can get better ribs at several other area restaurants for much less.  The filet was prepared correctly but for $48 without any sides I didn't feel like I can't wait to go back.  The dining room wasn't for me.  A loud, open room with tables crammed.  The bar had a much better feel for me as did the patio.  I will go back for the atmosphere and location but was disappointed to see good food being served at phenomenal pricing.  I don't mind paying a premium as it is usually worth the expense but not here.  I felt like I was being asked to pay for all of their current and recent expansion.",Harley H.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,2005/4/15,"My fianc̩ and I went to the barn for his birthday.  This place was amazing!  He is a food snob and usually has something to say, but he loved everything.  It is expensive, but you get what you pay for.  Their drinks were amazing too.  I would definitely recommend this place to anyone who enjoys great food.",Jennifer B.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,10/20/14,"Our server, Megan, was awesome! Very friendly and knowledgable! The food was delicious! We had a crab cake to start, crab stuffed shrimp and a filet for our meals. You have to get the crabcake for an app...it was amazing! The filet was cooked to perfection and the side dishes were yummy (Mac and cheese, mashed potatoes and mushrooms). We will definitely go back the next time we are in the area!",Julia V.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,2011/5/14,"I frequent Cameron Mitchell restaurants and for the most part enjoy my experience. I was looking forward to ""The Barn"" since it is not far from where I live and I like BBQ. Even though it's Cameron Mitchell and the bugs should be worked out in advance, it is newly opened. So, I can excuse sitting in the small waiting area for 15 minutes past my reservation while people seemed to be walking in the door and getting seated immediately. I can excuse them forgetting to bring our salads (we got a free dessert for this slight). I can excuse the high prices. What I can't excuse is the food. I ordered the Rib combo, half rack of ribs + 6oz. beef brisket $32!!! It came with cole slaw. The ribs were tough and neither of the meats had any smoky flavor. The BBQ sauce tasted like doctored catsup. I was so disappointed. I thought if Cameron Mitchell was going to do BBQ it would be great. It was bad. He should go to Texas or one of the Carolinas to find out how it is done. My daughter had an 8oz filet $39!!! It was tasty and cooked properly. The venue is beautiful and large with a big bar area and a nice outdoor area. I hope he can find out how to do BBQ as it seems to be the theme.",Pat M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,9/26/14,"""This long awaited opening proved to be full of disappointments. Went for dinner and we were braced for the prices and fully expected to have excellent dining experience. Decor was nice, staff friendly, food--not so good. Ordered full rack of ribs--homage to Hoggys-- these were probably the toughest ribs I've ever had to cut through. Manager came over and asked how they were and I had to come clean and tell him about my disappointment in them..  He made good on them and replaced them with very good brisket.   Salmon salad was also ordered--salmon was perfect -greens were lack-luster.  This place has potential to be an excellent restaurant but for these prices we expected more than mediocrity.  Will try to give the another chance but in the future will probably just dine in the bar and order the Oysters Bingo (which were awesome) and the Onion Rings (also awesome).",D R.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,10/13/14,I had high expectations for a Cameron Mitchell restaurant as we are new to Columbus and have heard his venues are top notch. While the atmosphere was very nice it is extremely noisy but a great place to people watch. I really liked the diversity of offerings from high end steaks to home style recipes.  I had the roast chicken with stuffing and vegetables- very flavorful and the portion was plentiful. The service was very friendly but a bit on the slow side; not a problem if you want to relax and pace yourself. You have to try the chocolate cake- it was incredible! This is a pricey restaurant especially if you order some dinners where the side dishes are at an extra cost. All in all it is a good restaurant but in my opinion not phenomenal.,Edward E.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,5,10/19/14,"Great new restaurant. It is everything you would expect a new cameron Mitchell restaurant to be. The service was great and the food was phenomenal. I went here with a colleague after after last week. I started with the oysters and she had the shrimp cocktail. Both were delicious. I then had the ribeye. My steak was cooked to perfection and it came with their steak sauce which puts it over the top. I also had their mushrooms and onions, they were caramelized just right and melted in my mouth. My friend had the fried chicken was she loved it came with Mac and cheese which is casserole style and was great. We both had plenty of leftovers for homer I then had the pecan pie which was delicious and she had the coconut cake which I am defiantly getting next time. Overall everything was fantastic. Defiantly try this new place!",Erin D.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,2,2011/2/14,"We are a fan of all CMR's, the service and food has always been top notch, especially Ocean Club. They're hands-down the best in food quality, service and atmosphere. Sadly ""The Barn"" is the polar opposite. First we got seated in their semi-outdoor area and the heaters above was very uncomfortable and it was an odd and terrible environment. When we got moved inside it took 15 minutes before we got water with no server to be found, we got another server to fill our glasses and what an attitude she had too and very aggressive with the water pitcher. When the server did show up, not even an introduction or an apology as I had to ask where our server was at. Then drinks took another 30 minutes to arrive. So overall it was almost an hour before we got drinks. Then we proceeded to the dinner order, she didn't bother to come around to my side to take my order, I had to shout across the table and guest to give my order. When we got our food the steaks were overdone as it was requested med-rare, my Prime Rib was med to med-well as I requested it to be med-rare originally. It was a very frustrating night as our expectation was high. More than likely we will not return and quite disappointed how bad the service and training is...total time was a mind numbing 3 hours long!!!",R M.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,1,2010/2/15,"My wife and I go to many Cameron Mitchell restaurants locally and nationally when we are at home in columbus and when we travel. We usually have great meals except for our recent trip to the Barn. We sat at the bar and ordered off the menu. My wife and I split their steak sandwich with a side of veggies, and an order of onion rings which the bartenders spoke highly of.  Maybe it was an off night, but, the steak sandwich was probably the worst Cameron Mitchell served meal we experienced.  Even the bartender shared with us that the other Cameron restaurants had better sandwiches. The steak was dried out, and not appetizing at all. We were completely shocked that they served it. Especially with no au jus. The onion rings had a unique batter as described by the bartender and I think they were sitting around the kitchen a little longer than it should have. I think they could have done a better job with the presentation.  They seemed to be thrown on a plate quickly, sat for a while in the kitchen and served when someone had time.  Plus, the meal and drinks were expensive too.",Len K.,,,,,,
The Barn at Rocky Fork Creek,215,3.5,3,9/24/14,"My first impression:  amazing building and space and smells nice and woody.  Decorations are welcoming and warm. However, once you get over the glamour and glitz of the new building, reality sets in.  For instance, once we were seated we waited 20 minutes without being approached by a server.  We finally flagged down a manager who took our drink order and apologized.  Comped our drinks which was nice.  Prices for food are high for what you get.  Smallest wedge salad I had ever seen for 6 bucks and I could only eat half as it was drowning in way too much dressing.  As someone else mentioned before, these are Ocean Club prices without Ocean Club presentation or food type/quality.  Closer to Cap City than Ocean Club as far as food goes. For example, French fries are, I'm pretty certain, Ore-Ida steak fries. They need to be sassed up a little bit.  Wine list by the bottle is stupid expensive.  I mean STUPID expensive. So expensive, I would never contemplate ordering a bottle.  I desperately want this restaurant to succeed here but I think once the newness wears off, people aren't going to want to pay those high prices on a random Tuesday.",K M.,,,,,,
Cap City Fine Diner and Bar - Columbus,429,4,5,11/27/17,"I took a group to dinner at Cap City, and we really enjoyed it.I had the balsamic chicken but substitued the sides for the ones that come with the rib-eye.  It was a terrific meal.  Very tasty.Service was really good.  Drinks were plentiful.  The complimentary bread was great.  The decor was nice.You have to get dessert when you go!  The chocolate cake is enough for three+ people.  I loved the 24karat cake.All-in-all what I expect for 5-stars.  Great job.",Sean M.,,,,,,
Cap City Fine Diner and Bar - Columbus,429,4,4,11/16/17,"When you want to go somewhere and know you have solid delicious food this is the place to go..While the ambiance of the place has seen better days their is no doubt you will enjoy your meal to the fullest.We stopped in around 2:30 PM and just caught the tail end of their brunch.My son ordered the torta and it was huge. A nice layer of ham, cheese and egg sandwiched between a large sandwich roll which he enjoyed very much.My husbands eggs Benedict did not diss appoint as he ate every bite.I ordered the soup and salad lunch and added chicken. Wow was I surprised to see 2 large chicken cutlets appear on the side of my plate but they were absolutely delicious and I would do so again. The sweet  Italian dressing is unique and delicious.The white cheddar broccoli soup was The soup of the day and I very much enjoyed this unique peppery version.We also enjoyed a basket of sweet cinnamon rolls a bonus if arriving during the brunch hour.The iced tea cane served fresh brewed in a large carafe for self refills also a nice touch. We will be back!",Sherri G.,,,,,,
Cap City Fine Diner and Bar - Columbus,429,4,3,2011/11/17,"I've been to Cap City twice now, once for dinner and once for brunch. To me, both experiences were good, but I definitely preferred dinner to brunch.For dinner, I had the fried chicken. The chicken was cooked well, but could have used more seasoning. The mashed potatoes were great, but I didn't like the flavor of the green beans at all. For brunch, I had the cheeseburger and fries. Simple enough (and I guess not particularly brunchy haha), but well-prepared and flavorful. Plus, we had a great server for brunch.I think this will probably be a place that I get back around to, but I'll likely stick with brunch.",Jacinta Y.,,,,,,
Cap City Fine Diner and Bar - Columbus,429,4,5,11/27/17,"Another fine meal at this diner! We shared the $6 burger  for the burger and beer week. The burger was huge and the hamburger was done perfectly! Very juicy and delicious! Ice tea was served with a craft on the side so there was plenty of tea! Our server was prompt and delightful! We didn't have a wait because we used OpenTable to make a reservation!Went back the other day for lunch. I ordered the lox and bagel plate today. It was huge! The bagel was toasted and very filling. Half was plentiful topped with lox and cream cheese. I took the other half of bagel and lox/ cream cheese Home for breakfast the next day!",Sandy W.,,,,,,
